figure_id,book_citation,role,raw,script,selection,transformation,clean,plot,raw_sha256,script_sha256,clean_sha256,plot_sha256
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",book_period,figures/14-3/data/raw/wikipedia_734519509.json,scripts/reconstruct_14_3.py,Pinned revision chronology event-year totals1863-2016,Parse table cells; retain stated totals and independently counted country labels,figures/14-3/data/clean/figure_14_3_book_period.csv,figures/14-3/plots/book_period/figure_14_3_book_period.png,f2ce2b6213de8fad85ced3c4bd05a43b99a873071b7b93e086ab96e5b3e3c5f6,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,2b928a06f3da7942a7c9373a942754df4af27d5b3bfeba2e63d8505428aa857e,67d4df67f4eeda0e1cf10233ea4f1ff0a6933c01ec8cacc19826bd8dd8560839
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",extended_history,figures/14-3/data/raw/wikipedia_734519509.json,scripts/reconstruct_14_3.py,Unchanged original event-year totals,Historical main panel plus recent overlap,figures/14-3/data/clean/figure_14_3_book_period.csv,figures/14-3/plots/extended/figure_14_3_extended.png,f2ce2b6213de8fad85ced3c4bd05a43b99a873071b7b93e086ab96e5b3e3c5f6,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,2b928a06f3da7942a7c9373a942754df4af27d5b3bfeba2e63d8505428aa857e,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2016.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,da1ed933541ee54f62a7962bf43d5921a5041a3ade32b93c76c14192074c68f0,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2017.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,b7df3bb005acdae146d17a3486d3cdf290a63b99c24022b12d7595b5c8c70d09,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2018.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,33f282bed3662410f737e3b7508bdc3c57a4da0d606e037f56da2fb4e0eb38e6,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2019.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,1b2d5cc78c507ab86f124b0a152dac2f3e5cfef867c0b609221a86f9b96a5daa,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2020.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,042f3bd0b9ab350bcea0ee9e33b7030db0356653a9689e7df7cb000e16f604b8,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2021.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,0ab79f388991e01f26c52a3906d82420c33a3d19b50b442ce93b973605ab134c,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2022.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,54fd02096061893eceb65f1af8c8d23ce69c71c1bde01b7662028a5e8a979562,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
14-3,"""Capital Punishment by Country: Abolition Chronology,"" Wikipedia, retrieved August15,2016. Last abolition in any territory; arrow2008.",institutional_successor,figures/14-3/data/raw/amnesty_2023.html,scripts/reconstruct_14_3.py,Year-end all-crimes total2016-2025,"Unique paragraph-based numerical extraction; no ordinary/practice counts, no join",figures/14-3/data/clean/figure_14_3_successor.csv,figures/14-3/plots/extended/figure_14_3_extended.png,879fe76f5731d84a86477074a0cecc57bbfa1f956c51898ad7ce6ac0575b5a4a,9b703bd530021f6d73506fa0656f3bab320a774efca4990b2c251aa892edf45f,6fa1b790ddc81481285b6c76b56b65f2de60305fb6d035c5eadb2d8e18f9e379,68b634f3ecec6ce09afd2b30523b7dd500a11ee8f31e40270b72f1537e29687f
