figure_id,book_citation,role,raw,script,selection,transformation,clean,plot,raw_sha256,script_sha256,clean_sha256,plot_sha256
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/espy_archive.xls,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,bbc83042b658bd1b83d587524400be2ee46b6b4e5e8989f8eed0f8993d1e77ac,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/espy_1608_2002.xls,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,b0a63461a46e06451c7c53e44eb2ef0a108b73d811aa369197063de01f7defde,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/dpic_2017_export.xls,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,30e04e78f7f4e45482a349c1b733238bb602f5a048f61133f6b6850ad25d352a,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/dpic_executions_current.csv,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,6d9c9ec283c1f905dc46973cb84cc49cf9d15730c31bc1044d548cca13d7e170,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/census_12s0001.xls,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,f5181761dd92659a9676f9d6a65ad8cbf46a1b879c7f01cc0ac7a09af0e5012c,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/census_colonial.pdf,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,21b91267eb96813a75cb1976bca2c3de0818fd15a453d14b50b09949e945925c,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,book_period,figures/14-4/data/raw/census_nst2016.csv,scripts/reconstruct_14_4.py,Espy<=1976;DPIC>=1977;Census historical1780-2010/vintage2016,Decade mean / midpoint population1780-2009; annual2010-2016; per100000,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/book_period/figure_14_4_book_period.png,86c11f5d7dbfb0cb4874663bda25012ed57056233b0c6708017903320c041217,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,a40b738943c589624950a61da8f484b64eb16a77f9347f187e01e77437cd564e
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,extended_history,figures/14-4/data/raw/espy_archive.xls,scripts/reconstruct_14_4.py,Historical book data unchanged,No source data shifted,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/extended/figure_14_4_extended.png,bbc83042b658bd1b83d587524400be2ee46b6b4e5e8989f8eed0f8993d1e77ac,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,e5688ec0f3d7277cb1cf042c49f0f988136a114c9a1cc651741a0e7f444ed076
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,extended_history,figures/14-4/data/raw/espy_1608_2002.xls,scripts/reconstruct_14_4.py,Historical book data unchanged,No source data shifted,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/extended/figure_14_4_extended.png,b0a63461a46e06451c7c53e44eb2ef0a108b73d811aa369197063de01f7defde,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,e5688ec0f3d7277cb1cf042c49f0f988136a114c9a1cc651741a0e7f444ed076
14-4,Death Penalty Information Center2017. Population estimates from U.S. Census Bureau2017. Arrow2010.,extended_history,figures/14-4/data/raw/dpic_2017_export.xls,scripts/reconstruct_14_4.py,Historical book data unchanged,No source data shifted,figures/14-4/data/clean/figure_14_4_book_period.csv,figures/14-4/plots/extended/figure_14_4_extended.png,30e04e78f7f4e45482a349c1b733238bb602f5a048f61133f6b6850ad25d352a,7d09192c3e8d2c9845a5fac029b70956fd8fa2c834037c284ea129579b3fa4d2,87ff0634e3ea8e543e9841ce586a8540c483078d83074f8add966e7d97b107eb,e5688ec0f3d7277cb1cf042c49f0f988136a114c9a1cc651741a0e7f444ed076
