Entity,Code,Year,GDP per capita,GDP per capita (Annotations)
United States,USA,1844,3453.1216,
United States,USA,1845,3505.8313,
United States,USA,1846,3526.401,
United States,USA,1847,3618.964,
United States,USA,1848,3712.8127,
United States,USA,1849,3616.3928,
United States,USA,1850,3631.82,
United States,USA,1851,3778.3784,
United States,USA,1852,3971.2185,
United States,USA,1853,4242.48,
United States,USA,1854,4254.0503,
United States,USA,1855,4161.4873,
United States,USA,1856,4247.6226,
United States,USA,1857,4156.3447,
United States,USA,1858,4176.9146,
United States,USA,1859,4288.7617,
United States,USA,1860,4401.8945,
United States,USA,1861,4311.9023,
United States,USA,1862,4446.8906,
United States,USA,1863,4733.579,
United States,USA,1864,4889.1367,
United States,USA,1865,4637.159,
United States,USA,1866,4599.877,
United States,USA,1867,4751.5776,
United States,USA,1868,4815.8574,
United States,USA,1869,4943.132,
United States,USA,1870,4803.0015,
United States,USA,1871,4918.7056,
United States,USA,1872,4991.985,
United States,USA,1873,5116.688,
United States,USA,1874,4964.9873,
United States,USA,1875,5105.1177,
United States,USA,1876,5049.837,
United States,USA,1877,5098.6895,
United States,USA,1878,5198.9663,
United States,USA,1879,5715.778,
United States,USA,1880,6255.7295,
United States,USA,1881,6317.4385,
United States,USA,1882,6557.8457,
United States,USA,1883,6559.1313,
United States,USA,1884,6523.1343,
United States,USA,1885,6424.143,
United States,USA,1886,6471.7104,
United States,USA,1887,6616.9834,
United States,USA,1888,6447.284,
United States,USA,1889,6705.6895,
United States,USA,1890,6664.5503,
United States,USA,1891,6811.109,
United States,USA,1892,7324.063,
United States,USA,1893,6834.2495,
United States,USA,1894,6510.2783,
United States,USA,1895,7159.5063,
United States,USA,1896,6885.674,
United States,USA,1897,7406.342,
United States,USA,1898,7426.911,
United States,USA,1899,7959.1494,
United States,USA,1900,8037.5713,
United States,USA,1901,8770.363,
United States,USA,1902,8684.228,
United States,USA,1903,8941.348,
United States,USA,1904,8663.658,
United States,USA,1905,9121.332,
United States,USA,1906,9980.113,
United States,USA,1907,9950.544,
United States,USA,1908,8975.976,
United States,USA,1909,9798.118,
United States,USA,1910,9636.783,
United States,USA,1911,9735.89,
United States,USA,1912,9976.567,
United States,USA,1913,10107.97,
United States,USA,1914,9096.372,
United States,USA,1915,9164.177,
United States,USA,1916,10222.32,
United States,USA,1917,9769.078,
United States,USA,1918,10471.306,
United States,USA,1919,10449.78,
United States,USA,1920,10152.927,
United States,USA,1921,9674.881,
United States,USA,1922,10009.715,
United States,USA,1923,11071.243,
United States,USA,1924,11126.713,
United States,USA,1925,11149.772,
United States,USA,1926,11647.768,
United States,USA,1927,11532.397,
United States,USA,1928,11451.069,
United States,USA,1929,11954.235,
United States,USA,1930,10694.982,
United States,USA,1931,9930.964,
United States,USA,1932,8380.504,
United States,USA,1933,8048.2246,
United States,USA,1934,8667.092,
United States,USA,1935,9680.839,
United States,USA,1936,10568.013,
United States,USA,1937,11295.099,
United States,USA,1938,10526.134,
United States,USA,1939,11171.448,
United States,USA,1940,12005.095,
United States,USA,1941,13553.401,
United States,USA,1942,14869.861,
United States,USA,1943,16050.218,
United States,USA,1944,16999.328,
United States,USA,1945,16477.553,
United States,USA,1946,14822.467,
United States,USA,1947,14311.547,
United States,USA,1948,14734.232,
United States,USA,1949,14196.672,
United States,USA,1950,15240.0,
United States,USA,1951,16125.0,
United States,USA,1952,16444.0,
United States,USA,1953,16917.0,
United States,USA,1954,16512.0,
United States,USA,1955,17370.0,
United States,USA,1956,17397.0,
United States,USA,1957,17406.0,
United States,USA,1958,16946.0,
United States,USA,1959,17900.0,
United States,USA,1960,18057.0,
United States,USA,1961,18175.0,
United States,USA,1962,18976.0,
United States,USA,1963,19514.0,
United States,USA,1964,20360.0,
United States,USA,1965,21390.0,
United States,USA,1966,22529.0,
United States,USA,1967,22842.0,
United States,USA,1968,23691.0,
United States,USA,1969,24195.0,
United States,USA,1970,23958.0,
United States,USA,1971,24394.0,
United States,USA,1972,25414.0,
United States,USA,1973,26602.0,
United States,USA,1974,26286.0,
United States,USA,1975,25956.0,
United States,USA,1976,27058.0,
United States,USA,1977,28001.0,
United States,USA,1978,29286.0,
United States,USA,1979,29949.0,
United States,USA,1980,29611.0,
United States,USA,1981,30056.0,
United States,USA,1982,29210.0,
United States,USA,1983,30158.0,
United States,USA,1984,32076.0,
United States,USA,1985,33023.0,
United States,USA,1986,33850.0,
United States,USA,1987,34730.0,
United States,USA,1988,35863.0,
United States,USA,1989,36756.0,
United States,USA,1990,36982.0,
United States,USA,1991,36463.957,
United States,USA,1992,37240.3,
United States,USA,1993,37761.535,
United States,USA,1994,38807.28,
United States,USA,1995,39390.625,
United States,USA,1996,40412.75,
United States,USA,1997,41722.67,
United States,USA,1998,43072.758,
United States,USA,1999,44575.848,
United States,USA,2000,45886.47,
United States,USA,2001,45878.008,
United States,USA,2002,46266.297,
United States,USA,2003,47157.996,
United States,USA,2004,48492.72,
United States,USA,2005,49654.76,
United States,USA,2006,50489.86,
United States,USA,2007,50901.746,
United States,USA,2008,50275.746,
United States,USA,2009,48452.934,
United States,USA,2010,49266.914,
United States,USA,2011,49675.0,
United States,USA,2012,50436.434,
United States,USA,2013,51010.797,
United States,USA,2014,51796.62,
United States,USA,2015,52808.152,
World,OWID_WRL,1820,1127.73,
World,OWID_WRL,1850,1300.502,
World,OWID_WRL,1870,1543.2267,
World,OWID_WRL,1900,2265.4688,
World,OWID_WRL,1920,2493.3152,
World,OWID_WRL,1940,3413.199,
World,OWID_WRL,1950,3360.164,
World,OWID_WRL,1960,4403.6543,
World,OWID_WRL,1970,5970.6577,
World,OWID_WRL,1980,7239.1943,
World,OWID_WRL,1990,8210.969,
World,OWID_WRL,2000,9903.86,
World,OWID_WRL,2010,13121.591,
World,OWID_WRL,2015,14713.451,
