Entity,Code,Year,Share of population with some formal education
Thailand,THA,1920,11.300003
Thailand,THA,1925,14.099998
Thailand,THA,1930,17.300003
Thailand,THA,1935,23.800003
Thailand,THA,1940,29.900002
Thailand,THA,1945,39.8
Thailand,THA,1950,51.9
Thailand,THA,1955,58.8
Thailand,THA,1960,65
Thailand,THA,1965,71.6
Thailand,THA,1970,78.6
Thailand,THA,1975,82.3
Thailand,THA,1980,87.2
Thailand,THA,1985,89.1
Thailand,THA,1990,90
Thailand,THA,1995,90.1
Thailand,THA,2000,88.5
Thailand,THA,2005,95
Thailand,THA,2010,97.3
Thailand,THA,2015,97.1
Thailand,THA,2020,97.1
Togo,TGO,1870,0.19999695
Togo,TGO,1875,0.19999695
Togo,TGO,1880,0.30000305
Togo,TGO,1885,0.40000153
Togo,TGO,1890,0.5
Togo,TGO,1895,0.69999695
Togo,TGO,1900,0.9000015
Togo,TGO,1905,1.199997
Togo,TGO,1910,1.9000015
Togo,TGO,1915,2.5
Togo,TGO,1920,2.9000015
Togo,TGO,1925,3.0999985
Togo,TGO,1930,5.9000015
Togo,TGO,1935,6.300003
Togo,TGO,1940,6.699997
Togo,TGO,1945,7.4000015
Togo,TGO,1950,8.300003
Togo,TGO,1955,9.599998
Togo,TGO,1960,11.5
Togo,TGO,1965,13.599998
Togo,TGO,1970,18.199997
Togo,TGO,1975,27.800003
Togo,TGO,1980,37
Togo,TGO,1985,45.6
Togo,TGO,1990,52.9
Togo,TGO,1995,55.3
Togo,TGO,2000,58.7
Togo,TGO,2005,60.6
Togo,TGO,2010,65.7
Togo,TGO,2015,71.7
Togo,TGO,2020,78
Tonga,TON,2015,99.5
Tonga,TON,2020,99.6
Trinidad and Tobago,TTO,1870,10.099998
Trinidad and Tobago,TTO,1875,12
Trinidad and Tobago,TTO,1880,13.800003
Trinidad and Tobago,TTO,1885,17.199997
Trinidad and Tobago,TTO,1890,20.800003
Trinidad and Tobago,TTO,1895,25.300003
Trinidad and Tobago,TTO,1900,32.4
Trinidad and Tobago,TTO,1905,38.8
Trinidad and Tobago,TTO,1910,46.3
Trinidad and Tobago,TTO,1915,55.2
Trinidad and Tobago,TTO,1920,61.1
Trinidad and Tobago,TTO,1925,65
Trinidad and Tobago,TTO,1930,68
Trinidad and Tobago,TTO,1935,73.5
Trinidad and Tobago,TTO,1940,78
Trinidad and Tobago,TTO,1945,81.8
Trinidad and Tobago,TTO,1950,84.3
Trinidad and Tobago,TTO,1955,86.4
Trinidad and Tobago,TTO,1960,89
Trinidad and Tobago,TTO,1965,91.1
Trinidad and Tobago,TTO,1970,93.2
Trinidad and Tobago,TTO,1975,96.9
Trinidad and Tobago,TTO,1980,99.1
Trinidad and Tobago,TTO,1985,98.1
Trinidad and Tobago,TTO,1990,97.8
Trinidad and Tobago,TTO,1995,98.4
Trinidad and Tobago,TTO,2000,98.7
Trinidad and Tobago,TTO,2005,99
Trinidad and Tobago,TTO,2010,99.4
Trinidad and Tobago,TTO,2015,99.3
Trinidad and Tobago,TTO,2020,99.4
Tunisia,TUN,1870,0.099998474
Tunisia,TUN,1875,0.099998474
Tunisia,TUN,1880,0.099998474
Tunisia,TUN,1885,0.099998474
Tunisia,TUN,1890,0.19999695
Tunisia,TUN,1895,0.19999695
Tunisia,TUN,1900,0.30000305
Tunisia,TUN,1905,0.5
Tunisia,TUN,1910,1.4000015
Tunisia,TUN,1915,2.300003
Tunisia,TUN,1920,3
Tunisia,TUN,1925,3.199997
Tunisia,TUN,1930,4
Tunisia,TUN,1935,5.800003
Tunisia,TUN,1940,7.0999985
Tunisia,TUN,1945,8.599998
Tunisia,TUN,1950,10
Tunisia,TUN,1955,12
Tunisia,TUN,1960,14.199997
Tunisia,TUN,1965,19.599998
Tunisia,TUN,1970,26.699997
Tunisia,TUN,1975,37.2
Tunisia,TUN,1980,48.8
Tunisia,TUN,1985,51.2
Tunisia,TUN,1990,58.9
Tunisia,TUN,1995,67.2
Tunisia,TUN,2000,74.3
Tunisia,TUN,2005,80
Tunisia,TUN,2010,85
Tunisia,TUN,2015,87.6
Tunisia,TUN,2020,90.6
Turkey,TUR,1870,0.19999695
Turkey,TUR,1875,0.19999695
Turkey,TUR,1880,0.30000305
Turkey,TUR,1885,0.40000153
Turkey,TUR,1890,0.5999985
Turkey,TUR,1895,0.80000305
Turkey,TUR,1900,2.699997
Turkey,TUR,1905,3.699997
Turkey,TUR,1910,3.300003
Turkey,TUR,1915,5.0999985
Turkey,TUR,1920,6.800003
Turkey,TUR,1925,8.400002
Turkey,TUR,1930,10.300003
Turkey,TUR,1935,12.5
Turkey,TUR,1940,14.300003
Turkey,TUR,1945,17.5
Turkey,TUR,1950,22
Turkey,TUR,1955,27.699997
Turkey,TUR,1960,35.199997
Turkey,TUR,1965,42.1
Turkey,TUR,1970,47.6
Turkey,TUR,1975,55.5
Turkey,TUR,1980,63
Turkey,TUR,1985,72.6
Turkey,TUR,1990,75.3
Turkey,TUR,1995,81.5
Turkey,TUR,2000,87.6
Turkey,TUR,2005,91.3
Turkey,TUR,2010,93.9
Turkey,TUR,2015,95.1
Turkey,TUR,2020,96.3
Uganda,UGA,1870,0
Uganda,UGA,1875,0
Uganda,UGA,1880,0
Uganda,UGA,1885,0
Uganda,UGA,1890,0
Uganda,UGA,1895,0
Uganda,UGA,1900,0
Uganda,UGA,1905,1.9000015
Uganda,UGA,1910,3.699997
Uganda,UGA,1915,4.9000015
Uganda,UGA,1920,10
Uganda,UGA,1925,10.699997
Uganda,UGA,1930,11.599998
Uganda,UGA,1935,12.699997
Uganda,UGA,1940,13.400002
Uganda,UGA,1945,16.800003
Uganda,UGA,1950,20.199997
Uganda,UGA,1955,22.900002
Uganda,UGA,1960,25.5
Uganda,UGA,1965,31.400002
Uganda,UGA,1970,39.6
Uganda,UGA,1975,46.4
Uganda,UGA,1980,49.9
Uganda,UGA,1985,56.5
Uganda,UGA,1990,64.9
Uganda,UGA,1995,72
Uganda,UGA,2000,76.9
Uganda,UGA,2005,83.4
Uganda,UGA,2010,89.3
Uganda,UGA,2015,91.9
Uganda,UGA,2020,94.3
Ukraine,UKR,2015,99.8
Ukraine,UKR,2020,99.8
United Arab Emirates,ARE,2015,90.9
United Arab Emirates,ARE,2020,91.2
United Kingdom,GBR,1870,22
United Kingdom,GBR,1875,23
United Kingdom,GBR,1880,26.699997
United Kingdom,GBR,1885,32
United Kingdom,GBR,1890,41.2
United Kingdom,GBR,1895,48.6
United Kingdom,GBR,1900,56.8
United Kingdom,GBR,1905,65.8
United Kingdom,GBR,1910,73.2
United Kingdom,GBR,1915,79.1
United Kingdom,GBR,1920,84.4
United Kingdom,GBR,1925,89.1
United Kingdom,GBR,1930,92.9
United Kingdom,GBR,1935,95.5
United Kingdom,GBR,1940,96.8
United Kingdom,GBR,1945,97.8
United Kingdom,GBR,1950,97.4
United Kingdom,GBR,1955,97.7
United Kingdom,GBR,1960,97.9
United Kingdom,GBR,1965,97.9
United Kingdom,GBR,1970,97.8
United Kingdom,GBR,1975,97.7
United Kingdom,GBR,1980,96.5
United Kingdom,GBR,1985,96.6
United Kingdom,GBR,1990,96.6
United Kingdom,GBR,1995,96.5
United Kingdom,GBR,2000,96.4
United Kingdom,GBR,2005,98.7
United Kingdom,GBR,2010,99.9
United Kingdom,GBR,2015,99.9
United Kingdom,GBR,2020,99.9
United States,USA,1870,74.8
United States,USA,1875,80.3
United States,USA,1880,85.4
United States,USA,1885,89.6
United States,USA,1890,91.6
United States,USA,1895,93.2
United States,USA,1900,94.3
United States,USA,1905,95.1
United States,USA,1910,95.3
United States,USA,1915,95.4
United States,USA,1920,95.4
United States,USA,1925,95.7
United States,USA,1930,96.3
United States,USA,1935,96.9
United States,USA,1940,97.4
United States,USA,1945,97.9
United States,USA,1950,98.3
United States,USA,1955,98.5
United States,USA,1960,98.8
United States,USA,1965,98.9
United States,USA,1970,99
United States,USA,1975,99
United States,USA,1980,99.4
United States,USA,1985,99.1
United States,USA,1990,99
United States,USA,1995,99.6
United States,USA,2000,99.7
United States,USA,2005,99.7
United States,USA,2010,99.7
United States,USA,2015,99.7
United States,USA,2020,99.6
Uruguay,URY,1870,8.300003
Uruguay,URY,1875,10.199997
Uruguay,URY,1880,12.300003
Uruguay,URY,1885,15
Uruguay,URY,1890,18
Uruguay,URY,1895,20.199997
Uruguay,URY,1900,22.5
Uruguay,URY,1905,24.5
Uruguay,URY,1910,32.800003
Uruguay,URY,1915,41
Uruguay,URY,1920,47.2
Uruguay,URY,1925,58.3
Uruguay,URY,1930,63.5
Uruguay,URY,1935,68.4
Uruguay,URY,1940,73.8
Uruguay,URY,1945,78.8
Uruguay,URY,1950,84.3
Uruguay,URY,1955,87.2
Uruguay,URY,1960,89.6
Uruguay,URY,1965,92
Uruguay,URY,1970,93.2
Uruguay,URY,1975,94.7
Uruguay,URY,1980,95.9
Uruguay,URY,1985,96.4
Uruguay,URY,1990,96.7
Uruguay,URY,1995,97.4
Uruguay,URY,2000,98.3
Uruguay,URY,2005,99.3
Uruguay,URY,2010,99.5
Uruguay,URY,2015,99.6
Uruguay,URY,2020,99.7
Venezuela,VEN,1870,0.5
Venezuela,VEN,1875,0.5999985
Venezuela,VEN,1880,0.80000305
Venezuela,VEN,1885,1
Venezuela,VEN,1890,1.199997
Venezuela,VEN,1895,1.5999985
Venezuela,VEN,1900,14.699997
Venezuela,VEN,1905,19
Venezuela,VEN,1910,18.300003
Venezuela,VEN,1915,22.099998
Venezuela,VEN,1920,25.199997
Venezuela,VEN,1925,27.599998
Venezuela,VEN,1930,28.599998
Venezuela,VEN,1935,33.800003
Venezuela,VEN,1940,38.6
Venezuela,VEN,1945,46.4
Venezuela,VEN,1950,51
Venezuela,VEN,1955,55.1
Venezuela,VEN,1960,60.3
Venezuela,VEN,1965,62.2
Venezuela,VEN,1970,66.7
Venezuela,VEN,1975,75.8
Venezuela,VEN,1980,84.3
Venezuela,VEN,1985,83.7
Venezuela,VEN,1990,82.8
Venezuela,VEN,1995,86.8
Venezuela,VEN,2000,89.6
Venezuela,VEN,2005,92.2
Venezuela,VEN,2010,96.4
Venezuela,VEN,2015,97.3
Venezuela,VEN,2020,98
Vietnam,VNM,2015,86
Vietnam,VNM,2020,86.4
World,OWID_WRL,1870,9.4711075
World,OWID_WRL,1875,10.618935
World,OWID_WRL,1880,12.350708
World,OWID_WRL,1885,14.0420685
World,OWID_WRL,1890,16.039047
World,OWID_WRL,1895,17.760193
World,OWID_WRL,1900,19.988014
World,OWID_WRL,1905,22.676422
World,OWID_WRL,1910,25.111969
World,OWID_WRL,1915,27.59507
World,OWID_WRL,1920,30.448174
World,OWID_WRL,1925,33.010796
World,OWID_WRL,1930,35.76194
World,OWID_WRL,1935,38.417976
World,OWID_WRL,1940,44.635067
World,OWID_WRL,1945,47.218285
World,OWID_WRL,1950,49.855297
World,OWID_WRL,1955,52.638344
World,OWID_WRL,1960,55.302597
World,OWID_WRL,1965,58.43859
World,OWID_WRL,1970,62.6388
World,OWID_WRL,1975,65.50581
World,OWID_WRL,1980,68.90282
World,OWID_WRL,1985,71.321724
World,OWID_WRL,1990,73.36745
World,OWID_WRL,1995,76.7647
World,OWID_WRL,2000,79.68124
World,OWID_WRL,2005,82.789246
World,OWID_WRL,2010,85.06268
World,OWID_WRL,2015,87.35165
World,OWID_WRL,2020,89.19454
Yemen,YEM,1870,0
Yemen,YEM,1875,0
Yemen,YEM,1880,0
Yemen,YEM,1885,0
Yemen,YEM,1890,0.099998474
Yemen,YEM,1895,0.099998474
Yemen,YEM,1900,0.099998474
Yemen,YEM,1905,0.099998474
Yemen,YEM,1910,0.099998474
Yemen,YEM,1915,0.19999695
Yemen,YEM,1920,0.19999695
Yemen,YEM,1925,0.19999695
Yemen,YEM,1930,0.30000305
Yemen,YEM,1935,0.19999695
Yemen,YEM,1940,0.30000305
Yemen,YEM,1945,0.30000305
Yemen,YEM,1950,0.40000153
Yemen,YEM,1955,0.5999985
Yemen,YEM,1960,0.80000305
Yemen,YEM,1965,1.0999985
Yemen,YEM,1970,1.300003
Yemen,YEM,1975,1.800003
Yemen,YEM,1980,4.4000015
Yemen,YEM,1985,9.300003
Yemen,YEM,1990,16.599998
Yemen,YEM,1995,23
Yemen,YEM,2000,30.599998
Yemen,YEM,2005,36.6
Yemen,YEM,2010,44.4
Yemen,YEM,2015,53.8
Yemen,YEM,2020,62
Zambia,ZMB,1870,0
Zambia,ZMB,1875,0
Zambia,ZMB,1880,0
Zambia,ZMB,1885,0
Zambia,ZMB,1890,0
Zambia,ZMB,1895,0
Zambia,ZMB,1900,0
Zambia,ZMB,1905,0
Zambia,ZMB,1910,3.5999985
Zambia,ZMB,1915,6.800003
Zambia,ZMB,1920,9.199997
Zambia,ZMB,1925,11.400002
Zambia,ZMB,1930,22.5
Zambia,ZMB,1935,26.400002
Zambia,ZMB,1940,30.300003
Zambia,ZMB,1945,35.699997
Zambia,ZMB,1950,41.5
Zambia,ZMB,1955,45.2
Zambia,ZMB,1960,50.1
Zambia,ZMB,1965,55.5
Zambia,ZMB,1970,61
Zambia,ZMB,1975,62.4
Zambia,ZMB,1980,64.7
Zambia,ZMB,1985,66.3
Zambia,ZMB,1990,67.4
Zambia,ZMB,1995,80.5
Zambia,ZMB,2000,83.4
Zambia,ZMB,2005,84.8
Zambia,ZMB,2010,88
Zambia,ZMB,2015,91.1
Zambia,ZMB,2020,93.2
Zimbabwe,ZWE,1870,0
Zimbabwe,ZWE,1875,0
Zimbabwe,ZWE,1880,0
Zimbabwe,ZWE,1885,0
Zimbabwe,ZWE,1890,0
Zimbabwe,ZWE,1895,0
Zimbabwe,ZWE,1900,0.099998474
Zimbabwe,ZWE,1905,0.30000305
Zimbabwe,ZWE,1910,1.699997
Zimbabwe,ZWE,1915,3.5
Zimbabwe,ZWE,1920,5.9000015
Zimbabwe,ZWE,1925,10
Zimbabwe,ZWE,1930,16
Zimbabwe,ZWE,1935,25.400002
Zimbabwe,ZWE,1940,31.900002
Zimbabwe,ZWE,1945,34.9
Zimbabwe,ZWE,1950,41.8
Zimbabwe,ZWE,1955,49.1
Zimbabwe,ZWE,1960,56.6
Zimbabwe,ZWE,1965,62.9
Zimbabwe,ZWE,1970,71.2
Zimbabwe,ZWE,1975,74.7
Zimbabwe,ZWE,1980,75.1
Zimbabwe,ZWE,1985,79.5
Zimbabwe,ZWE,1990,87.8
Zimbabwe,ZWE,1995,91.2
Zimbabwe,ZWE,2000,93.4
Zimbabwe,ZWE,2005,94.6
Zimbabwe,ZWE,2010,96.4
Zimbabwe,ZWE,2015,97.2
Zimbabwe,ZWE,2020,98.1
