figure_id,book_citation,role,raw,script,selection,transformation,clean,plot,raw_sha256,script_sha256,clean_sha256,plot_sha256
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_1996.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,bab93e2573fd158b50f2f4c49f5e20e30f5a2be62a7314b650199644fc4e3e6d,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_1997.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,89cfd9174d20489db35437ddffe281d69494e0daebb6f65136bfb3e2b1bb3f52,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_1998.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,0e03673535a3648f1975c7cc18d714bab390fdcbee51c7e458f24b3ec76ffb9e,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_1999.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,bdcc2de734be7c25ec6eb8ca5a0bfa8efbcbc32611feeda172834cca43432e53,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_cius_2000_section_2.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,164e61aa67e869e2952975c443aed5a5d81b99587da7ca61d527ffbff366304c,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/adl_fbi_hate_crime_comparison_2000_2020.pdf,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,c8bb34e16c80a6223c040f79c96b8c6897148e2017f871fb2c8a8137345f82bf,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_table_1_2012.xls,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,624a595d98058cc7bd648dbab71595a7f9d7e396b48e35c56953ba1cec5ab51d,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_table_1_2013.xls,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,a0172a951efe5f6425400ce136549d6e6fb9e62bfa17b8be8e502fc0a4d96b2f,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_table_1_2014.xls,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,3c36f2f9cb0b84d9aa0ebc03da94ed9a9ec5f9a2f27d80b840a79407199993ce,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,book_period,figures/15-3/data/raw/fbi_hate_crime_table_1_2015.xls,scripts/reconstruct_15_3.py,"Incidents by five bias motivations, 1996-2015",harmonize labels; retain incident counts,figures/15-3/data/clean/figure_15_3_book_period.csv,figures/15-3/plots/figure_15_3_book_period.png,b695c9aa7f750c4a8203319a98e2ebe918d02ffacf0016765dce28333a782fe6,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,96b235101df586541b4967086422757849bbeb3c64e1d29bfa87947fe7402284,7363879c2cfae9d30663ff7e7ee7fd01ec375f094d9bd456c9178abf48c27a3a
15-3,Federal Bureau of Investigation 2016b,extension,figures/15-3/data/raw/fbi_hate_crime_table_1_2016.xls,scripts/reconstruct_15_3.py,"Same five incident categories, 2016-2017",plot official successor rows as dashed,figures/15-3/data/clean/figure_15_3_successor.csv,figures/15-3/plots/figure_15_3_extended.png,b2424e0e17f4ee90aa0b1d2429b1e415f54a869d10759e54b7f8f1f7604d8f7b,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,8be759c065d2e56a668261baa7e1929090be215c0996b6ff55796dcb5b697537,38de3295e4c2660a304458ce2d86e259e019fd8390cad7eb98149f29477a100f
15-3,Federal Bureau of Investigation 2016b,extension,figures/15-3/data/raw/fbi_hate_crime_table_1_2017.xls,scripts/reconstruct_15_3.py,"Same five incident categories, 2016-2017",plot official successor rows as dashed,figures/15-3/data/clean/figure_15_3_successor.csv,figures/15-3/plots/figure_15_3_extended.png,e57b527610617ead0b8b911c849bef9a4e1577187a3b2fc286ae574301d53dd9,ca02338450361c779500ad246172646bfef86683c96acf6f0b444c918feaec44,8be759c065d2e56a668261baa7e1929090be215c0996b6ff55796dcb5b697537,38de3295e4c2660a304458ce2d86e259e019fd8390cad7eb98149f29477a100f
